customer_id,last_purchase_date,frequency,monetary_value,recency,R_score,F_score,M_score,RFM_Score,segment
11756,2014-03-27,6,8078.02,95,3,4,4,344,Regular
12838,2013-08-30,3,36.96,304,1,2,1,121,At Risk
13230,2013-10-09,4,4905.32,264,1,3,4,134,Regular
15394,2014-01-27,4,3134.95,154,3,3,4,334,Regular
14312,2014-01-04,4,191.27,177,2,3,2,232,Regular
11066,2014-02-19,5,81.26,131,3,4,2,342,Regular
12148,2014-06-01,4,82.93,29,4,3,2,432,Regular
21368,2013-11-29,2,14.98,213,2,1,1,211,At Risk
24285,2013-12-05,1,32.6,207,2,1,1,211,At Risk
25613,2014-01-23,2,1249.84,158,3,1,3,313,Regular
28530,2014-05-01,4,588.96,60,4,3,3,433,High Value
29549,2013-02-28,168,212369.67,487,1,4,4,144,Regular
15440,2014-05-27,8,6736.56,34,4,4,4,444,High Value
14229,2014-04-08,2,74.98,83,4,1,2,412,Regular
22387,2014-03-17,1,4.99,105,3,1,1,311,Regular
18165,2014-03-06,5,82.26,116,3,4,2,342,Regular
11504,2013-10-03,4,44.57,270,1,3,1,131,Regular
23907,2013-10-05,1,1120.49,268,1,1,3,113,At Risk
26824,2013-10-19,4,567.76,254,2,3,3,233,Regular
18497,2014-05-12,2,2329.98,49,4,1,3,413,Regular
21414,2014-05-28,2,14.98,33,4,1,1,411,Regular
12523,2014-03-27,3,5933.25,95,3,2,4,324,Regular
29503,2014-03-31,17,10237.77,91,3,4,4,344,Regular
29835,2014-03-31,8,5229.21,91,3,4,4,344,Regular
24093,2013-07-05,4,2466.32,360,1,3,3,133,Regular
22888,2013-09-26,1,539.99,277,1,1,2,112,At Risk
22556,2013-12-13,3,60.47,199,2,2,2,222,At Risk
22433,2014-01-30,4,1764.96,151,3,3,3,333,Regular
17146,2014-04-07,2,39.98,84,4,1,1,411,Regular
29695,2014-05-01,84,213343.21,60,4,4,4,444,High Value
11049,2014-03-31,5,81.26,91,3,4,2,342,Regular
25444,2013-12-03,2,1754.98,209,2,1,3,213,At Risk
28361,2014-03-13,2,13.98,109,3,1,1,311,Regular
19639,2013-07-17,3,64.47,348,1,2,2,122,At Risk
16977,2013-10-08,2,1709.98,265,1,1,3,113,At Risk
24139,2014-04-11,2,38.98,80,4,1,1,411,Regular
25805,2014-04-27,5,2501.31,64,4,4,3,443,High Value
11003,2013-10-10,9,8139.29,263,2,4,4,244,Regular
20913,2014-03-27,4,1947.46,95,3,3,3,333,Regular
14421,2013-12-23,5,3369.41,189,2,4,4,244,Regular
21159,2013-07-23,4,74.46,342,1,3,2,132,Regular
19831,2014-02-11,3,579.97,139,3,2,3,323,Regular
22241,2014-05-13,3,1149.47,48,4,2,3,423,Regular
15749,2014-06-19,2,7.28,11,4,1,1,411,Regular
14275,2014-02-26,6,5158.37,124,3,4,4,344,Regular
25759,2013-07-25,1,742.35,340,1,1,3,113,At Risk
26841,2013-08-17,4,77.96,317,1,3,2,132,Regular
19685,2014-03-16,2,78.98,106,3,1,2,312,Regular
24362,2013-10-02,5,3600.77,271,1,4,4,144,Regular
27279,2014-03-03,3,4490.48,119,3,2,4,324,Regular
19702,2013-10-21,1,69.99,252,2,1,2,212,At Risk
24030,2013-11-26,2,1170.48,216,2,1,3,213,At Risk
27860,2014-05-23,3,615.47,38,4,2,3,423,Regular
26887,2013-11-17,2,6.28,225,2,1,1,211,At Risk
20721,2014-01-09,1,24.99,172,2,1,1,211,At Risk
12755,2014-01-03,6,5998.72,178,2,4,4,244,Regular
11673,2013-08-03,6,191.95,331,1,4,2,142,Regular
17083,2013-08-27,3,51.96,307,1,2,1,121,At Risk
27906,2014-03-23,1,539.99,99,3,1,2,312,Regular
28298,2013-06-08,3,4828.11,387,1,2,4,124,At Risk
13605,2014-01-01,7,9614.73,180,2,4,4,244,Regular
29380,2012-12-25,1,2071.42,552,1,1,3,113,At Risk
16064,2014-01-28,2,7.28,153,3,1,1,311,Regular
23638,2014-02-24,1,29.99,126,3,1,1,311,Regular
23970,2014-03-30,3,36.27,92,3,2,1,321,Regular
25112,2014-01-22,3,2155.92,159,3,2,3,323,Regular
18620,2014-05-17,3,3001.04,44,4,2,4,424,Regular
20286,2013-09-24,2,78.98,279,1,1,2,112,At Risk
26778,2014-03-10,2,33.98,112,3,1,1,311,Regular
22450,2014-03-31,2,799.48,91,3,1,3,313,Regular
18666,2013-11-27,2,58.98,215,2,1,2,212,At Risk
25158,2014-02-04,3,71.58,146,3,2,2,322,Regular
19748,2014-02-10,1,4.99,140,3,1,1,311,Regular
24076,2014-03-10,4,77.96,112,3,3,2,332,Regular
17584,2014-06-28,2,39.98,2,4,1,1,411,Regular
21222,2014-02-04,3,3936.54,146,3,2,4,324,Regular
26632,2014-02-18,3,2848.76,132,3,2,4,324,Regular
18812,2014-06-02,5,185.94,28,4,4,2,442,Regular
20140,2013-10-04,1,29.99,269,1,1,1,111,At Risk
25304,2013-10-10,2,67.49,263,2,1,2,212,At Risk
19894,2013-10-30,1,69.99,243,2,1,2,212,At Risk
26386,2014-01-23,3,1775.47,158,3,2,3,323,Regular
24222,2014-03-05,3,37.27,117,3,2,1,321,Regular
25550,2014-04-12,2,574.98,79,4,1,3,413,Regular
27714,2014-05-14,2,1155.48,47,4,1,3,413,Regular
12131,2014-03-12,11,13265.99,110,3,4,4,344,Regular
29941,2014-03-01,228,157300.88,121,3,4,4,344,Regular
29443,2013-11-26,3,88.98,216,2,2,2,222,At Risk
25696,2014-02-28,3,42.97,122,3,2,1,321,Regular
11112,2014-02-02,6,8295.02,148,3,4,4,344,Regular
11610,2014-04-03,6,6786.44,88,3,4,4,344,Regular
25221,2014-01-01,5,2143.9,180,2,4,3,243,Regular
18557,2013-07-14,3,1179.47,351,1,2,3,123,At Risk
24723,2013-09-23,4,1793.47,280,1,3,3,133,Regular
28922,2014-01-21,2,29.48,160,3,1,1,311,Regular
18059,2014-02-07,3,1714.97,143,3,2,3,323,Regular
15832,2013-09-06,2,2611.41,297,1,1,3,113,At Risk
19247,2013-07-16,1,24.99,349,1,1,1,111,At Risk
19078,2013-08-22,3,32.27,312,1,2,1,121,At Risk
13837,2014-04-14,3,89.97,77,4,2,2,422,Regular
11896,2013-12-11,6,8117.97,201,2,4,4,244,Regular
28753,2013-07-29,2,23.78,336,1,1,1,111,At Risk
11441,2014-06-10,2,43.98,20,4,1,1,411,Regular
26695,2014-02-20,5,4524.46,130,3,4,4,344,Regular
24531,2013-12-19,2,67.49,193,2,1,2,212,At Risk
26197,2014-06-12,3,64.97,18,4,2,2,422,Regular
15311,2014-04-06,3,1622.47,85,4,2,3,423,Regular
14813,2014-05-16,5,3341.81,45,4,4,4,444,High Value
21305,2014-05-21,3,3204.58,40,4,2,4,424,Regular
23469,2013-09-17,1,29.99,286,1,1,1,111,At Risk
13147,2013-11-06,3,74.98,236,2,2,2,222,At Risk
28467,2014-03-09,3,36.27,113,3,2,1,321,Regular
21803,2014-03-28,2,39.98,94,3,1,1,311,Regular
27969,2014-04-27,3,599.47,64,4,2,3,423,Regular
21975,2014-05-30,2,85.48,31,4,1,2,412,Regular
16585,2014-02-21,5,7192.39,129,3,4,4,344,Regular
15503,2014-05-10,5,1622.45,51,4,4,3,443,High Value
13339,2013-07-12,2,30.97,353,1,1,1,111,At Risk
21995,2014-01-17,2,37.29,164,3,1,1,311,Regular
18749,2014-06-30,9,204.81,0,4,4,2,442,Regular
11939,2013-11-19,5,5976.74,223,2,4,4,244,Regular
16287,2014-05-02,4,4538.84,59,4,3,4,434,High Value
23449,2013-07-16,2,7.28,349,1,1,1,111,At Risk
27777,2013-07-23,4,778.62,342,1,3,3,133,Regular
26366,2014-04-07,3,49.97,84,4,2,1,421,Regular
13774,2013-06-07,4,4392.74,388,1,3,4,134,Regular
23057,2014-05-24,4,6021.82,37,4,3,4,434,High Value
24551,2013-07-28,5,142.45,337,1,4,2,142,Regular
15895,2013-11-24,3,61.96,218,2,2,2,222,At Risk
27385,2014-02-16,3,68.97,134,3,2,2,322,Regular
17604,2014-04-01,4,2369.97,90,3,3,3,333,Regular
20223,2014-05-30,8,187.38,31,4,4,2,442,Regular
13276,2014-05-06,1,21.98,55,4,1,1,411,Regular
17996,2014-03-01,3,2454.08,121,3,2,3,323,Regular
12586,2014-04-25,2,2636.41,66,4,1,3,413,Regular
13668,2014-05-09,5,114.21,52,4,4,2,442,Regular
16914,2014-04-30,4,2361.95,61,4,3,3,433,High Value
27448,2013-04-21,1,2071.42,435,1,1,3,113,At Risk
29612,2014-05-01,20,2157.91,60,4,4,3,443,High Value
29114,2013-09-13,1,2384.07,290,1,1,3,113,At Risk
16522,2013-09-08,2,4698.76,295,1,1,4,114,At Risk
30004,2013-12-31,31,109074.75,181,2,4,4,244,Regular
12194,2013-10-09,4,82.93,264,1,3,2,132,Regular
27840,2013-10-30,3,48.97,243,2,2,1,221,At Risk
12692,2014-06-05,6,315.26,25,4,4,2,442,Regular
14358,2013-12-29,4,45.95,183,2,3,1,231,Regular
14856,2014-06-17,2,39.98,13,4,1,1,411,Regular
12002,2014-01-03,6,8145.33,178,2,4,4,244,Regular
14166,2013-07-17,2,71.97,348,1,1,2,112,At Risk
16330,2013-10-20,3,31.27,253,2,2,1,221,At Risk
13084,2013-11-09,4,1798.96,233,2,3,3,233,Regular
15248,2014-04-11,3,64.47,80,4,2,2,422,Regular
17412,2014-04-15,2,2414.99,76,4,1,3,413,Regular
20206,2014-03-29,3,3204.58,93,3,2,4,324,Regular
22198,2014-05-02,4,4661.5,59,4,3,4,434,High Value
12380,2013-11-19,5,5570.22,223,2,4,4,244,Regular
25115,2013-11-16,3,2155.92,226,2,2,3,223,At Risk
17289,2014-04-04,5,106.95,87,3,4,2,342,Regular
23764,2013-07-24,3,2457.33,341,1,2,3,123,At Risk
22885,2013-08-30,2,548.98,304,1,1,2,112,At Risk
25756,2013-12-21,4,2493.54,191,2,3,3,233,Regular
15938,2014-03-27,2,7.28,95,3,1,1,311,Regular
20160,2013-07-25,6,4237.22,340,1,4,4,144,Regular
14418,2013-11-05,3,1928.93,237,2,2,3,223,At Risk
30070,2014-03-01,146,216399.65,121,3,4,4,344,Regular
27153,2013-08-26,3,42.97,308,1,2,1,121,At Risk
11501,2014-06-24,33,872.25,6,4,4,3,443,High Value
15251,2014-06-30,11,200.2,0,4,4,2,442,Regular
20847,2014-02-16,4,1947.46,134,3,3,3,333,Regular
15769,2014-02-06,4,3159.95,144,3,3,4,334,Regular
15892,2013-11-27,5,1401.46,215,2,4,3,243,Regular
13900,2013-09-19,1,21.98,284,1,1,1,111,At Risk
25802,2014-06-28,3,60.47,2,4,2,2,422,Regular
24282,2014-03-28,3,3917.54,94,3,2,4,324,Regular
13213,2013-08-08,1,21.98,326,1,1,1,111,At Risk
13854,2013-07-12,4,3247.82,353,1,3,4,134,Regular
21680,2013-08-06,3,48.97,328,1,2,1,121,At Risk
11862,2014-03-25,5,209.23,97,3,4,2,342,Regular
22244,2013-09-05,1,29.99,298,1,1,1,111,At Risk
12334,2014-06-20,5,94.21,10,4,4,2,442,Regular
11816,2013-07-23,3,5933.25,342,1,2,4,124,At Risk
12898,2014-02-10,4,5958.74,140,3,3,4,334,Regular
21726,2013-12-14,4,41.95,198,2,3,1,231,Regular
23718,2014-03-20,4,567.76,102,3,3,3,333,Regular
20283,2014-01-19,3,5314.25,162,3,2,4,324,Regular
15374,2014-01-21,5,3177.96,160,3,4,4,344,Regular
11378,2013-07-17,4,4436.39,348,1,3,4,134,Regular
28109,2013-08-12,4,778.62,322,1,3,3,133,Regular
14295,2013-10-28,2,56.97,245,2,1,2,212,At Risk
23200,2013-11-06,4,91.95,236,2,3,2,232,Regular
28358,2014-03-15,1,4.99,107,3,1,1,311,Regular
14733,2013-07-28,3,1854.58,337,1,2,3,123,At Risk
12065,2013-09-01,4,92.27,302,1,3,2,132,Regular
19891,2013-09-15,2,1174.48,288,1,1,3,113,At Risk
14936,2014-01-15,5,95.94,166,2,4,2,242,Regular
27717,2014-05-06,2,12.94,55,4,1,1,411,Regular
28988,2011-11-01,1,3578.27,972,1,1,4,114,At Risk
20329,2014-03-25,1,69.99,97,3,1,2,312,Regular
21411,2014-04-29,3,1147.77,62,4,2,3,423,Regular
27671,2014-04-15,3,5997.33,76,4,2,4,424,Regular
29675,2014-03-31,61,41565.95,91,3,4,4,344,Regular
26589,2014-05-06,4,1966.46,55,4,3,3,433,High Value
14982,2013-09-03,7,152.45,300,1,4,2,142,Regular
19642,2014-04-27,6,133.54,64,4,4,2,442,Regular
24720,2013-11-04,3,15.23,238,2,2,1,221,At Risk
20724,2013-12-24,1,24.99,188,2,1,1,211,At Risk
14687,2014-02-08,3,80.96,142,3,2,2,322,Regular
16207,2014-02-02,7,7226.37,148,3,4,4,344,Regular
27276,2013-04-24,1,2049.1,432,1,1,3,113,At Risk
29191,2013-09-16,2,2393.06,287,1,1,3,113,At Risk
21365,2013-09-27,2,7.28,276,1,1,1,111,At Risk
16456,2014-02-06,3,64.97,144,3,2,2,322,Regular
18371,2014-03-12,2,1754.98,110,3,1,3,313,Regular
26635,2014-04-03,5,2840.42,88,3,4,4,344,Regular
29629,2014-05-01,122,353769.5,60,4,4,4,444,High Value
18809,2013-09-01,2,119.98,302,1,1,2,112,At Risk
15815,2014-05-27,7,141.83,34,4,4,2,442,Regular
28155,2014-05-06,2,5962.34,55,4,1,4,414,Regular
29237,2014-01-12,3,4355.61,169,2,2,4,224,At Risk
16253,2014-04-19,2,2721.55,72,4,1,3,413,Regular
17335,2013-09-23,1,4.99,280,1,1,1,111,At Risk
18417,2014-01-03,2,39.98,178,2,1,1,211,At Risk
29111,2013-11-07,5,4389.59,235,2,4,4,244,Regular
17538,2013-11-16,1,4.99,226,2,1,1,211,At Risk
22447,2014-04-10,3,793.76,81,4,2,3,423,Regular
26194,2014-05-08,5,66.94,53,4,4,2,442,Regular
20455,2014-06-21,2,23.78,9,4,1,1,411,Regular
11942,2014-05-21,7,4792.29,40,4,4,4,444,High Value
20598,2014-04-15,3,3099.96,76,4,2,4,424,Regular
18889,2013-07-04,2,78.98,361,1,1,2,112,At Risk
16897,2013-08-01,3,1763.97,333,1,2,3,123,At Risk
17727,2013-09-05,1,21.98,298,1,1,1,111,At Risk
25553,2014-04-09,1,1120.49,82,4,1,3,413,Regular
14169,2014-01-18,3,3262.83,163,3,2,4,324,Regular
12583,2014-03-12,3,2646.4,110,3,2,3,323,Regular
15500,2014-01-25,4,3153.95,156,3,3,4,334,Regular
28235,2013-08-16,2,30.48,318,1,1,1,111,At Risk
24156,2014-02-26,2,6.28,124,3,1,1,311,Regular
27402,2014-03-23,3,128.97,99,3,2,2,322,Regular
11109,2013-11-24,8,8245.01,218,2,4,4,244,Regular
19765,2013-06-01,4,4132.24,394,1,3,4,134,Regular
26761,2014-04-23,3,1938.47,68,4,2,3,423,Regular
26884,2013-07-28,3,1273.83,337,1,2,3,123,At Risk
14810,2013-11-04,2,39.99,238,2,1,1,211,At Risk
21806,2014-02-11,2,14.98,139,3,1,1,311,Regular
23515,2014-02-20,1,539.99,130,3,1,2,312,Regular
12818,2014-04-29,3,71.58,62,4,2,2,422,Regular
18560,2014-05-07,3,2366.96,54,4,2,3,423,Regular
29944,2012-04-30,6,7719.69,791,1,4,4,144,Regular
12460,2013-11-19,6,5678.91,223,2,4,4,244,Regular
21288,2013-09-27,2,14.98,276,1,1,1,111,At Risk
23280,2013-10-07,2,14.98,266,1,1,1,111,At Risk
21116,2014-03-30,4,78.96,92,3,3,2,332,Regular
19124,2014-05-26,2,1754.98,35,4,1,3,413,Regular
14026,2014-05-11,4,1589.7,50,4,3,3,433,High Value
24846,2013-11-07,2,23.78,235,2,1,1,211,At Risk
23844,2014-04-26,3,563.77,65,4,2,3,423,Regular
22682,2014-06-19,1,28.99,11,4,1,1,411,Regular
11252,2014-05-20,7,6685.56,41,4,4,4,444,High Value
14498,2013-12-09,6,3394.39,203,2,4,4,244,Regular
13416,2013-08-10,3,106.96,324,1,2,2,122,At Risk
18042,2013-09-01,2,29.98,302,1,1,1,111,At Risk
18291,2014-03-15,2,30.97,107,3,1,1,311,Regular
22370,2014-05-28,4,160.23,33,4,3,2,432,Regular
25928,2014-04-06,6,1316.05,85,4,4,3,443,High Value
21600,2013-06-02,3,563.77,393,1,2,3,123,At Risk
12944,2014-02-04,10,164.21,146,3,4,2,342,Regular
22762,2014-02-28,4,94.46,122,3,3,2,332,Regular
16725,2014-05-11,2,13.98,50,4,1,1,411,Regular
12254,2013-12-29,5,5968.23,183,2,4,4,244,Regular
13087,2014-03-24,4,4803.33,98,3,3,4,334,Regular
26320,2014-01-27,3,4464.48,154,3,2,4,324,Regular
24989,2013-07-06,2,36.59,359,1,1,1,111,At Risk
16582,2013-07-25,1,35.0,340,1,1,1,111,At Risk
13336,2013-09-08,3,106.96,295,1,2,2,122,At Risk
26071,2013-09-22,4,89.46,281,1,3,2,132,Regular
29317,2013-10-25,2,2438.06,248,2,1,3,213,At Risk
16333,2013-11-04,2,56.97,238,2,1,2,212,At Risk
25238,2013-11-06,2,7.28,236,2,1,1,211,At Risk
13665,2014-06-16,5,83.95,14,4,4,2,442,Regular
17415,2014-03-31,2,2297.28,91,3,1,3,313,Regular
13728,2014-05-28,6,4879.8,33,4,4,4,444,High Value
24597,2014-05-13,7,4009.5,48,4,4,4,444,High Value
16974,2013-09-09,3,1729.97,294,1,2,3,123,At Risk
18683,2013-11-07,2,78.98,235,2,1,2,212,At Risk
23011,2013-11-30,2,14.98,212,2,1,1,211,At Risk
25679,2014-02-06,2,39.98,144,3,1,1,311,Regular
18056,2014-02-06,2,1725.98,144,3,1,3,313,Regular
21929,2014-05-07,3,1183.47,54,4,2,3,423,Regular
17209,2014-01-06,4,7182.4,175,2,3,4,234,Regular
19373,2013-12-05,3,89.97,207,2,2,2,222,At Risk
28029,2014-01-24,2,39.98,157,3,1,1,311,Regular
21537,2014-05-11,1,2319.99,50,4,1,3,413,Regular
19971,2013-11-15,3,6056.61,227,2,2,4,224,At Risk
15643,2014-03-27,3,3807.4,95,3,2,4,324,Regular
17807,2014-03-03,6,81.24,119,3,4,2,342,Regular
25945,2014-04-04,3,1248.08,87,3,2,3,323,Regular
21036,2013-10-31,5,2547.95,242,2,4,3,243,Regular
28862,2013-07-28,1,24.99,337,1,1,1,111,At Risk
23953,2013-10-03,1,3.99,270,1,1,1,111,At Risk
18119,2014-03-21,2,13.98,101,3,1,1,311,Regular
22055,2013-07-13,3,23.97,352,1,2,1,121,At Risk
29881,2014-05-01,7,2225.32,60,4,4,3,443,High Value
15108,2014-03-08,7,210.54,114,3,4,2,342,Regular
12569,2013-12-21,3,74.98,191,2,2,2,222,At Risk
17100,2014-02-23,5,95.94,127,3,4,2,342,Regular
24926,2014-05-26,3,64.97,35,4,2,2,422,Regular
23074,2014-05-08,4,6021.82,53,4,3,4,434,High Value
11172,2014-06-13,7,128.94,17,4,4,2,442,Regular
28484,2013-10-28,4,778.62,245,2,3,3,233,Regular
19138,2014-05-02,1,69.99,59,4,1,2,412,Regular
11126,2014-04-05,8,4972.37,86,3,4,4,344,Regular
15626,2013-12-07,8,7029.07,205,2,4,4,244,Regular
23452,2013-07-07,2,32.28,358,1,1,1,111,At Risk
16960,2014-03-03,1,4.99,119,3,1,1,311,Regular
26446,2014-06-26,2,78.98,4,4,1,2,412,Regular
11690,2013-09-26,4,5904.23,277,1,3,4,134,Regular
13024,2014-05-03,4,2665.06,58,4,3,3,433,High Value
19516,2013-08-24,1,3.99,310,1,1,1,111,At Risk
28344,2013-09-05,1,53.99,298,1,1,1,111,At Risk
20518,2014-01-14,3,49.97,167,2,2,1,221,At Risk
22510,2014-03-04,3,1763.97,118,3,2,3,323,Regular
27010,2014-06-14,3,41.93,16,4,2,1,421,Regular
15580,2014-05-15,3,2910.9,46,4,2,4,424,Regular
25490,2013-12-22,2,7.28,190,2,1,1,211,At Risk
13588,2014-04-18,2,14.98,73,4,1,1,411,Regular
24408,2014-04-29,4,96.07,62,4,3,2,432,Regular
18998,2014-05-08,4,1784.96,53,4,3,3,433,High Value
15062,2014-05-22,5,6684.59,39,4,4,4,444,High Value
26964,2013-11-04,2,751.34,238,2,1,3,213,At Risk
20472,2013-11-27,4,2482.23,215,2,3,3,233,Regular
21554,2014-01-25,3,74.98,156,3,2,2,322,Regular
24972,2014-04-05,3,2398.05,86,3,2,3,323,Regular
19453,2014-05-16,7,4267.9,45,4,4,4,444,High Value
15125,2014-05-06,4,81.26,55,4,3,2,432,Regular
14544,2013-10-11,2,39.98,262,2,1,1,211,At Risk
11627,2014-04-11,4,50.23,80,4,3,1,431,Regular
27528,2014-02-10,3,88.97,140,3,2,2,322,Regular
23592,2014-03-11,2,5279.26,111,3,1,4,314,Regular
28547,2012-07-10,1,2049.1,720,1,1,3,113,At Risk
23389,2013-09-29,3,37.27,274,1,2,1,121,At Risk
11235,2014-06-07,6,138.45,23,4,4,2,442,Regular
19061,2014-01-09,3,64.97,172,2,2,2,222,At Risk
15563,2014-03-07,2,39.98,115,3,1,1,311,Regular
29426,2014-03-14,2,25.48,108,3,1,1,311,Regular
12709,2013-09-24,3,5933.25,279,1,2,4,124,At Risk
27027,2012-07-07,1,782.99,723,1,1,3,113,At Risk
23529,2013-08-06,3,3617.83,328,1,2,4,124,At Risk
19201,2013-06-29,1,1120.49,366,1,1,3,113,At Risk
14043,2013-08-05,2,56.97,329,1,1,2,112,At Risk
24863,2013-08-09,3,27.77,325,1,2,1,121,At Risk
17037,2014-02-04,3,2334.97,146,3,2,3,323,Regular
20535,2014-03-22,2,14.98,100,3,1,1,311,Regular
28799,2011-10-19,1,3578.27,985,1,1,4,114,At Risk
23137,2013-08-24,3,5314.25,310,1,2,4,124,At Risk
13651,2014-05-22,7,6812.12,39,4,4,4,444,High Value
17979,2014-05-24,5,3001.02,37,4,4,4,444,High Value
24471,2013-09-01,1,4.99,302,1,1,1,111,At Risk
27465,2013-11-09,2,11.94,233,2,1,1,211,At Risk
20973,2014-02-06,3,193.98,144,3,2,2,322,Regular
16645,2014-03-12,3,2357.28,110,3,2,3,323,Regular
11487,2014-05-17,1,53.99,44,4,1,1,411,Regular
25991,2013-11-07,6,2845.52,235,2,4,4,244,Regular
24909,2013-09-25,4,2149.91,278,1,3,3,133,Regular
27073,2014-02-10,2,4433.17,140,3,1,4,314,Regular
19499,2013-07-06,5,3492.76,359,1,4,4,144,Regular
20581,2014-04-03,2,2439.99,88,3,1,3,313,Regular
11189,2013-07-08,6,5944.22,357,1,4,4,144,Regular
15517,2014-01-26,3,3112.98,155,3,2,4,324,Regular
16708,2013-09-25,4,4406.74,278,1,3,4,134,Regular
28281,2013-09-27,2,7.28,276,1,1,1,111,At Risk
25364,2014-04-15,2,751.34,76,4,1,3,413,Regular
12772,2014-01-20,4,5913.24,161,3,3,4,334,Regular
21428,2014-04-24,2,1155.48,67,4,1,3,413,Regular
22118,2013-12-26,4,4158.24,186,2,3,4,234,Regular
11298,2013-07-24,5,5922.23,341,1,4,4,144,Regular
13462,2014-05-07,5,4558.01,54,4,4,4,444,High Value
19954,2013-11-15,5,74.45,227,2,4,2,242,Regular
28610,2014-03-13,1,8.99,109,3,1,1,311,Regular
16018,2013-07-07,3,89.97,358,1,2,2,122,At Risk
26838,2013-07-20,3,36.27,345,1,2,1,121,At Risk
24674,2013-08-07,1,2384.07,327,1,1,3,113,At Risk
18182,2013-09-09,1,4.99,294,1,1,1,111,At Risk
29818,2014-03-31,298,882276.52,91,3,4,4,344,Regular
17916,2014-02-28,4,4787.74,122,3,3,4,334,Regular
28736,2012-11-28,1,2071.42,579,1,1,3,113,At Risk
14670,2013-12-04,4,2919.89,208,2,3,4,234,Regular
26572,2013-04-02,1,1000.44,454,1,1,3,113,At Risk
12506,2013-07-14,2,119.98,351,1,1,2,112,At Risk
11424,2013-09-21,2,43.98,282,1,1,1,111,At Risk
23326,2014-01-18,2,561.48,163,3,1,3,313,Regular
21162,2014-02-25,2,1155.48,125,3,1,3,313,Regular
20080,2014-04-04,2,548.98,87,3,1,2,312,Regular
22808,2013-06-21,2,2478.34,374,1,1,3,113,At Risk
26054,2013-08-31,1,24.99,303,1,1,1,111,At Risk
17226,2013-11-05,4,109.97,237,2,3,2,232,Regular
13980,2013-09-21,2,56.97,282,1,1,2,112,At Risk
29300,2013-10-27,2,2419.06,246,2,1,3,213,At Risk
25882,2013-10-29,3,64.97,244,2,2,2,222,At Risk
22636,2014-05-25,1,1700.99,36,4,1,3,413,Regular
19390,2014-01-02,1,4.99,179,2,1,1,211,At Risk
23890,2014-01-25,2,32.28,156,3,1,1,311,Regular
16144,2014-03-17,3,2376.96,105,3,2,3,323,Regular
24800,2014-03-17,2,2419.06,105,3,1,3,313,Regular
20644,2014-03-31,3,2457.33,91,3,2,3,323,Regular
28046,2014-05-15,1,69.99,46,4,1,2,412,Regular
26117,2013-10-23,3,32.27,250,2,2,1,221,At Risk
25035,2013-11-17,4,2183.91,225,2,3,3,233,Regular
27199,2014-03-23,3,4468.16,99,3,2,4,324,Regular
29363,2014-04-06,2,777.34,85,4,1,3,413,Regular
18245,2014-01-23,2,6021.62,158,3,1,4,314,Regular
25819,2014-01-13,3,1873.58,168,2,2,3,223,At Risk
22573,2013-11-09,2,2721.55,233,2,1,3,213,At Risk
23655,2014-02-14,2,4144.34,136,3,1,4,314,Regular
13917,2013-08-01,5,3282.81,333,1,4,4,144,Regular
19327,2013-07-12,1,4.99,353,1,1,1,111,At Risk
21491,2014-03-15,2,1174.48,107,3,1,3,313,Regular
16081,2014-03-28,1,2319.99,94,3,1,3,313,Regular
27983,2014-04-02,1,539.99,89,3,1,2,312,Regular
26901,2014-04-23,1,3.99,68,4,1,1,411,Regular
14999,2014-06-08,6,57.51,22,4,4,2,442,Regular
24737,2013-09-02,4,46.83,301,1,3,1,131,Regular
11753,2014-03-17,4,47.92,105,3,3,1,331,Regular
12835,2013-11-02,2,39.98,240,2,1,1,211,At Risk
29065,2013-11-13,2,777.34,229,2,1,3,213,At Risk
17163,2013-11-27,4,1732.26,215,2,3,3,233,Regular
20409,2014-01-15,2,14.98,166,2,1,1,211,At Risk
29755,2012-04-30,15,26307.86,791,1,4,4,144,Regular
28673,2013-07-12,4,4380.1,353,1,3,4,134,Regular
22181,2014-04-10,5,4673.88,81,4,4,4,444,High Value
26509,2013-10-26,3,2800.44,247,2,2,3,223,At Risk
13525,2013-10-20,6,4607.23,253,2,4,4,244,Regular
18935,2013-07-04,1,69.99,361,1,1,2,112,At Risk
23263,2014-01-15,3,23.97,166,2,2,1,221,At Risk
11361,2014-04-26,4,114.96,65,4,3,2,432,Regular
14607,2014-04-12,1,4.99,79,4,1,1,411,Regular
27591,2014-05-23,1,4.99,38,4,1,1,411,Regular
20017,2014-05-27,2,78.98,34,4,1,2,412,Regular
12443,2014-06-20,2,29.93,10,4,1,1,411,Regular
16771,2014-02-21,5,104.55,129,3,4,2,342,Regular
24345,2013-08-14,3,2398.05,320,1,2,3,123,At Risk
15689,2013-10-04,1,35.0,269,1,1,1,111,At Risk
21099,2013-10-13,1,21.49,260,2,1,1,211,At Risk
25427,2013-11-08,2,2393.06,234,2,1,3,213,At Risk
17853,2013-12-27,2,29.98,185,2,1,1,211,At Risk
19874,2013-12-09,5,4544.45,203,2,4,4,244,Regular
14040,2013-11-12,2,31.97,230,2,1,1,211,At Risk
28364,2014-01-10,2,1170.48,171,2,1,3,213,At Risk
25447,2014-04-01,3,1164.47,90,3,2,3,323,Regular
16957,2014-05-23,2,39.98,38,4,1,1,411,Regular
29715,2014-05-01,366,853850.75,60,4,4,4,444,High Value
21225,2014-02-18,7,4732.86,132,3,4,4,344,Regular
12735,2014-03-07,3,4404.08,115,3,2,4,324,Regular
